SECTOR;GRUPO;ID;TITULO;NARRATIVA;OPCION_A_TXT;OPCION_A_LOGIC;OPCION_B_TXT;OPCION_B_LOGIC;OPCION_C_TXT;OPCION_C_LOGIC;OPCION_D_TXT;OPCION_D_LOGIC
Psicología educativa;Competencias técnicas;104;Crisis Suicida Online;Haciendo una sesión online, un adolescente te enseña pastillas y dice que se las va a tomar. Cierra la cámara y te corta la conexión.;Contacto con su mejor amigo por Instagram para que vaya a su casa a ver qué pasa.;;Activo protocolo de emergencia: llamo al 112/padres aportando la dirección física (que debía tener verificada antes de empezar) y me mantengo al teléfono.;telepractice 1;Le escribo emails desesperados suplicándole que se vuelva a conectar para seguir la terapia, asumiendo que es una llamada de atención.;telepractice -1;Espero 10 minutos por si vuelve a conectarse por problemas de Wi-Fi antes de hacer nada.;
Psicología educativa;Competencias técnicas;105;Grabación Involuntaria;El colegio obliga a grabar todas las clases online en Teams. Te toca dar una tutoría grupal sobre salud mental sexual y la plataforma se pone a grabar sola.;Aviso a los alumnos de que se está grabando para que no digan nada muy personal y doy una clase teórica aburrida.;;Dejo que se grabe porque lo ha ordenado Dirección, así los alumnos que han faltado hoy podrán ver la charla sobre sexualidad después.;telepractice -1;Detengo la grabación inmediatamente configurando los permisos. Las sesiones de orientación socioemocional están bajo secreto y no pueden ser grabadas.;telepractice 1;Borro el vídeo justo después de terminar la clase para que nadie llegue a verlo.;
Psicología educativa;Competencias técnicas;106;Amigos en Redes Sociales;Varios alumnos de Bachillerato a los que estás orientando vocacionalmente te envían solicitudes de amistad en tu perfil personal de Instagram.;Las dejo 'en pendiente' hasta que se gradúen en junio y entonces les acepto.;;Rechazo las solicitudes. Mantengo una separación estricta entre mi vida personal digital y el alumnado para evitar relaciones duales y vulnerar la ética profesional.;telepractice 1;Me creo un Instagram profesional paralelo y les acepto por ahí para darles consejos universitarios.;;Les acepto. En el siglo XXI la cercanía digital mejora la alianza terapéutica y me permite vigilar si están bien fuera del colegio.;telepractice -1
Psicología educativa;Competencias técnicas;107;Evaluación Psicométrica Remota;Necesitas pasar el test de atención (d2) a una niña, pero ella está confinada. Los padres sugieren imprimirlo en casa y que ella lo haga mientras la miras por webcam.;Acepto. Les pido que usen un cronómetro en casa y que me prometan que no le van a ayudar mientras lo hace.;telepractice -1;Le pido a la madre que le haga de psicóloga y aplique el test leyendo ella las instrucciones.;;"Rechazo la opción. El d2 requiere control estricto de tiempos y condiciones físicas. No puedo garantizar la validez del test por webcam; lo pospongo.";telepractice 1;Paso una versión de prueba gratuita similar de internet que he encontrado que se hace con el ratón.;
Psicología educativa;Competencias técnicas;108;Ciberbullying en el Aula Virtual;En el chat de la plataforma de e-learning del colegio (Moodle), un grupo de alumnos acosa a otro durante el fin de semana. El colegio dice que es 'fuera del horario escolar'.;Doy la razón a Dirección. El sábado el colegio está cerrado y lo que pase en el ordenador es responsabilidad exclusiva de los padres.;telepractice -1;Intervengo con el protocolo de acoso. Ocurre en un espacio digital propiedad de la escuela (Moodle), por tanto la escuela tiene responsabilidad legal 'in vigilando'.;telepractice 1;Recomiendo al alumno acosado que no se conecte al Moodle los fines de semana.;;Cierro la función de chat de Moodle para toda la clase para evitar el problema.;
Psicología educativa;Competencias técnicas;109;Uso del Móvil Personal;Estás en una excursión escolar y un niño sufre un ataque de pánico severo. No te sabes el teléfono de sus padres. Entras a Séneca/Raíces desde tu móvil personal.;Es lícito en una emergencia vital (Estado de Necesidad). Accedo, llamo y luego borro la caché de mi navegador para no dejar datos médicos en mi dispositivo personal.;telepractice 1;Hago una foto a la ficha del alumno con mi móvil y me la guardo en la galería por si acaso le vuelve a pasar otro día.;telepractice -1;Pido a los otros profesores si alguno tiene el número de la madre guardado en su WhatsApp.;;No accedo porque usar el móvil personal para datos escolares está prohibido. Llamo al colegio para que busquen ellos el teléfono.;
Psicología educativa;Competencias técnicas;110;Hackeo del Aula;Haciendo un taller online con 30 alumnos, alguien comparte el link y entran 'trolls' anónimos a poner vídeos pornográficos ('Zoombombing').;Expulso a los trolls uno a uno manualmente y sigo con la clase haciendo como si nada hubiera pasado.;;Suspendo el taller para siempre porque la tecnología es demasiado peligrosa.;;Me enfado e intento averiguar a gritos quién de mis alumnos ha pasado el link mientras los vídeos se siguen reproduciendo.;telepractice -1;Cierro la sala inmediatamente para todos, elaboro un informe de incidencia para IT/Dirección y organizo otra sesión usando sala de espera y links nominales.;telepractice 1
Psicología educativa;Competencias técnicas;111;Firma de Informes (Falsedad);La orientadora titular está de baja. El director te pide a ti (en prácticas) que firmes sus dictámenes pendientes de Necesidades Especiales 'para cumplir el plazo'.;Intento falsificar su firma calcándola de otro documento para que parezca de ella.;;Firmo los informes bajo presión de la dirección. Si no cumplimos los plazos, los niños se quedarán sin ayudas el año que viene.;technical_reports -1;Me niego. Es un delito de falsedad documental y usurpación de funciones. Solo puedo firmar informes de evaluaciones que yo mismo he realizado.;technical_reports 1;Firmo, pero pongo mi firma muy pequeña en una esquina para que no se note.;
Psicología educativa;Competencias técnicas;112;Custodia de Expedientes;Llega el verano y el colegio cierra. Tienes 200 expedientes psicológicos físicos en cajas de cartón en tu despacho, que la de la limpieza deja abierto a veces.;Me llevo todas las cajas en el maletero de mi coche a mi casa para que estén más seguras.;;Dejo las cajas en el despacho, asumiendo que el colegio estará cerrado y nadie externo va a entrar a robar informes de niños.;technical_reports -1;Pongo un cartel en la puerta del despacho pidiendo a la limpieza que no entre en julio.;;Transfiero los informes a archivos bajo llave o cajas fuertes innífugas en Secretaría y me llevo las llaves. Es mi deber garantizar su inviolabilidad legal.;technical_reports 1
Psicología educativa;Competencias técnicas;113;Informes para Fiscalía de Menores;Fiscalía te requiere el informe de un alumno por un caso penal. Los padres (acusados) te exigen que les des una copia antes de mandarlo al juzgado.;Les doy la copia. Son los titulares de la patria potestad y legalmente tienen derecho a toda la información escolar de su hijo siempre.;technical_reports -1;Les leo el informe por encima pero no les dejo hacer fotocopias.;;Aviso al director para que decida él si se lo entrega o no.;;Deniego la copia a los padres. Al haber requerimiento judicial por un proceso penal contra ellos, la protección del menor y el secreto sumarial eximen el deber de informarles.;technical_reports 1
Psicología educativa;Competencias técnicas;114;El 'Efecto Forer' en Informes;Tienes prisa y usas una plantilla de informe genérico: 'El niño es inteligente pero a veces se distrae, le cuesta la frustración y necesita motivación'.;Entrego el informe genérico. Los profesores y los padres se sienten identificados y les tranquiliza ver que no digo nada excesivamente grave.;technical_reports -1;Invalido el informe. Un dictamen técnico debe basarse en datos psicométricos y conductuales específicos y medibles, no en aseveraciones vagas válidas para cualquiera.;technical_reports 1;Copio y pego frases de internet sobre la psicología infantil para rellenar páginas.;;Añado dos gráficas de barras estéticas de un test genérico para que el informe parezca más profesional.;
Psicología educativa;Competencias técnicas;115;Lenguaje Estigmatizante;Revisas un borrador de informe de PT que dice: 'El alumno es un deficiente, agresivo, y su familia es un desastre'.;Borro las partes polémicas y dejo el informe a la mitad.;;Corrijo el lenguaje hacia una formulación técnica y descriptiva ('Discapacidad Intelectual, conductas disruptivas reactivas, familia con apoyo socioeconómico limitado').;technical_reports 1;Mantengo el lenguaje duro porque es la mejor manera de que la administración entienda la gravedad del caso y nos mande más recursos urgentes.;technical_reports -1;Le pido al PT que reescriba el informe usando palabras más bonitas y positivas.;
Psicología educativa;Competencias técnicas;116;Incomprensión de Informes;Entregas un dictamen a los profesores diciendo que el alumno tiene 'Discalculia con afectación del surco intraparietal y memoria de trabajo de 10º percentil'.;Incluyo un glosario de términos médicos al final del informe para el que quiera consultarlo.;;Reescribo las conclusiones en lenguaje funcional-educativo (ej: 'Necesita usar calculadora y apoyo visual para secuencias de pasos'). La utilidad del informe es que el docente lo entienda.;technical_reports 1;"Defiendo mi redacción académica. Mi obligación es ser riguroso científicamente; si los profesores no lo entienden, deben formarse en neuropsicología.";technical_reports -1;Dejo el informe en el cajón y prefiero tener reuniones orales con ellos.;
Psicología educativa;Competencias técnicas;117;Traslado de Expediente (Cambio de Centro);Un alumno con historial de acoso (agresor) se cambia a un colegio nuevo. El orientador del nuevo centro te pide verbalmente por teléfono 'que le cuentes todo lo malo que ha hecho'.;Le cuento todas las anécdotas horribles del niño por teléfono para hacerle un 'favor de compañeros' y advertirle del peligro que le llega.;technical_reports -1;Me niego a dar detalles informales. Proceso el traslado del expediente disciplinario y psicopedagógico oficial por los canales administrativos encriptados y oficiales.;technical_reports 1;No envío ningún informe porque al cambiar de colegio el niño tiene derecho a empezar desde cero con la hoja en blanco.;;Le mando un correo desde mi cuenta personal contándole lo básico para que esté avisado.;
Psicología educativa;Competencias técnicas;118;Plazos Legales de Dictámenes;Inspección requiere la actualización de 15 dictámenes de NEAE en 3 días. Es humanamente imposible hacer evaluaciones de calidad en ese tiempo.;Inventó los datos o reciclo informes del año pasado para cumplir con el plazo de Inspección y no perjudicar al colegio.;technical_reports -1;Elevo una protesta técnica formal detallando la imposibilidad de cumplir los estándares deontológicos de evaluación en ese plazo, priorizando la calidad sobre la burocracia.;technical_reports 1;Me encierro a hacerlos trabajando 15 horas diarias sin dormir para sacarlos adelante como sea.;;Firmo los documentos en blanco para que el administrativo del colegio los rellene.;
Psicología educativa;Competencias técnicas;119;Conflicto entre Informes (Público vs Privado);Tu informe escolar descarta TDAH. La familia trae un informe privado que sí lo diagnostica. La familia amenaza con demandarte por negligencia si no pones que tiene TDAH.;Le digo a la familia que hagamos un tercer informe de desempate en la seguridad social.;;Elimino mi informe de la base de datos y dejo que impere el informe privado.;;Cambio mi informe para cuadrar con el privado y evitarme una demanda judicial y problemas con la familia.;technical_reports -1;Mantengo mi criterio técnico respaldado por mis pruebas y observaciones. Anexo el informe privado al expediente como información complementaria, pero no cambio mi conclusión.;technical_reports 1
Psicología educativa;Competencias técnicas;120;Consentimiento para Informar;Acabas una evaluación a un adolescente de 16 años (maduro). Sus padres, que no viven con él, te exigen que les envíes el informe de por qué sufre ansiedad.;Se lo envío a los padres inmediatamente. Como no es mayor de 18 años, no tiene derecho a la confidencialidad frente a sus tutores legales en ningún caso.;technical_reports -1;Cito a los padres en el colegio y les leo el informe muy rápido para que no les dé tiempo a procesar los detalles íntimos.;;Requiero el consentimiento del menor de 16 años. Por Ley de Autonomía del Paciente y edad de madurez, tiene derecho a decidir si su información clínica se revela a sus padres.;technical_reports 1;Se lo entrego al tutor legal del colegio para que sea él quien se lo dé a los padres.;
Psicología social;Competencias personales;1;Ramadán y Horarios;Usuario musulmán que falta a las citas laborales porque está agotado por el ayuno del Ramadán.;Flexibilizo y reubico las citas temporalmente (ej. primeras horas de la mañana), adaptando la intervención a su práctica cultural.;cultural_competence 1;Ignoro las faltas y sigo citándole a la misma hora sin cambiar nada.;;Le doy de baja del programa de empleo por 'falta de compromiso y pasividad'.;cultural_competence -1;Le exijo que se comprometa a venir o perderá las ayudas sociales.;
Psicología social;Competencias personales;2;Familia Matriarcal Gitana;Intervienes en un conflicto escolar de una niña gitana. En la reunión, el padre no habla, solo asiente, mientras la abuela toma todas las decisiones de forma firme.;Exijo al padre que asuma su 'rol legal' de tutor y pido a la abuela que no interrumpa.;cultural_competence -1;Suspendo la reunión hasta que venga la madre de la niña.;;Identifico a la abuela como líder y matriarca familiar, aliándome con ella para lograr el cambio sin imponer nuestro esquema nuclear.;cultural_competence 1;Me limito a darle la documentación a firmar al padre, ignorando quién decide.;
Psicología social;Competencias personales;3;Traducción por Menores;Una familia de refugiados sirios viene a solicitar ayudas críticas de vivienda y traen a su hijo de 10 años para que traduzca el trámite.;Intento usar Google Translate en el móvil para hablar con los padres.;;Solicito un intérprete/mediador intercultural oficial para no adultificar al menor ni sesgar una información tan sensible.;cultural_competence 1;Uso al niño de traductor porque es mucho más rápido y han sido ellos mismos quienes lo han traído.;cultural_competence -1;Les doy los papeles en español y les digo que vuelvan cuando los entiendan.;
Psicología social;Competencias personales;4;Barrera de Mirada;Una mujer migrante de cultura conservadora no te mira a los ojos en ninguna entrevista, manteniendo la cabeza baja y respondiendo con monosílabos.;Hablo más alto y más despacio pensando que a lo mejor no me entiende bien.;;Le pido explícitamente que me mire a los ojos para establecer una buena comunicación.;;Adapto mi lenguaje no verbal, entendiendo que evitar el contacto visual directo suele ser una muestra de respeto o pudor cultural, no evasión.;cultural_competence 1;Escribo en su expediente psicosocial que la usuaria 'oculta información y tiene una actitud pasivo-agresiva'.;cultural_competence -1
Psicología social;Competencias personales;5;Creencias Mágico-Religiosas;Una usuaria caribeña te relata que sus problemas de ansiedad profunda y mala suerte reciente son por un 'mal de ojo' que le echó una vecina envidiosa.;Cambio de tema rápidamente hacia la búsqueda de empleo para no entrar en polémicas.;;Le explico que eso son tonterías supersticiosas y la derivo a psiquiatría por posible delirio.;cultural_competence -1;Le recomiendo que denuncie a su vecina a la policía si se siente amenazada.;;Exploro su sistema de creencias para usarlo como anclaje terapéutico comunitario, validando su angustia sin confrontar directamente su fe.;cultural_competence 1
Psicología social;Competencias personales;6;LGTBIQ+ en Asilo;Un joven solicitante de asilo LGTBIQ+ se aísla de sus compatriotas en el centro de acogida por miedo extremo a sufrir represalias de ellos.;Hablo con sus compatriotas para advertirles de que si le molestan serán expulsados.;;Valido su miedo real (doble vulnerabilidad) y busco derivarle a espacios seguros o recursos/pisos LGTBIQ+ específicos.;cultural_competence 1;Le obligo a participar en las actividades con sus compatriotas para 'fomentar su integración y raíces culturales'.;cultural_competence -1;Le digo que en España hay libertad sexual y no tiene que tener miedo a nadie.;
Psicología social;Competencias personales;7;Estándares Burgueses de Crianza;Visitas una vivienda ocupada. Las condiciones materiales son muy precarias, pero la familia está unida, hay rutinas y los niños están bien cuidados emocionalmente.;Emito un informe de riesgo pidiendo la retirada de los menores porque la casa no cumple los estándares mínimos de orden y limpieza occidental.;cultural_competence -1;No vuelvo a visitar el domicilio y me reúno con ellos solo en el despacho oficial.;;Separo la pobreza material de la negligencia parental, apoyando a la familia para mejorar la vivienda sin juzgarles desde mis estándares de clase media.;cultural_competence 1;Les exijo que limpien y ordenen la casa antes de mi próxima visita o informaré al juez.;
Psicología social;Competencias personales;8;La Percepción del Tiempo;Trabajas con una comunidad rural o étnica que tiene una concepción del tiempo policrónica. Siempre llegan 45 minutos tarde a los talleres de inserción.;Les cito 45 minutos antes a ellos para que así lleguen a la hora real.;;Cierro la puerta con llave en punto para enseñarles 'disciplina laboral occidental' y respeto por mi tiempo.;cultural_competence -1;Adapto la estructura del taller (ej. empezar con un café informal) para absorber esa flexibilidad temporal sin generar fricción punitiva constante.;cultural_competence 1;Les pongo amonestaciones oficiales por cada retraso acumulado.;
Psicología social;Competencias personales;9;Dieta Cultural en Albergues;El albergue municipal de emergencia da cerdo en el menú único. Hay usuarios musulmanes que no lo comen y tiran la comida entera, generando quejas del personal.;Expulso del albergue a los usuarios que tiren comida a la basura por normativa de respeto.;;Medio con el comedor para incorporar una opción básica alternativa (halal o vegetariana), garantizando el derecho a la alimentación equitativa.;cultural_competence 1;Les propongo que se coman solo la guarnición y aparten la carne.;;Les digo que 'a caballo regalado no le mires el dentado' y que si realmente tienen hambre, se lo comerán.;cultural_competence -1
Psicología social;Competencias personales;10;Duelo y Ritos Mortuorios;Un usuario en exclusión está paralizado de dolor. Quiere llevarse el cadáver de su madre a su país natal para enterrarla bajo sus ritos, pero no tiene dinero.;Le digo que es absurdo gastar dinero en eso, que da igual dónde se entierre a los muertos porque al final todos acaban igual.;cultural_competence -1;Le derivo a un psicólogo clínico para que le medique la depresión por duelo.;;Le recomiendo que inicie un crowdfunding por internet para pagarlo él mismo.;;Acompaño el proceso de duelo validando la importancia vital del rito, e investigo posibles ayudas consulares o alternativas simbólicas de despedida.;cultural_competence 1
Psicología social;Competencias personales;11;Trauma Vicario;Llevas semanas escuchando relatos de tortura de mujeres víctimas de trata. Empiezas a tener pesadillas y te sientes completamente insensible ante otros casos 'menores'.;Reconozco los síntomas de trauma vicario, lo comparto en supervisión clínica con el equipo y aplico técnicas proactivas de autocuidado.;resilience_selfcare 1;Me pido una semana de vacaciones para dormir y me aíslo del mundo.;;Le digo a mi jefa que no me pase más casos de víctimas de trata temporalmente.;;Lo oculto por miedo a parecer un 'profesional débil' frente a mis compañeros de ONG y sigo trabajando igual.;resilience_selfcare -1
Psicología social;Competencias personales;12;Sobrecarga Crónica (Burnout);Tienes el triple de expedientes que el año pasado. Sientes que no ayudas a nadie con calidad y te dedicas solo a 'apagar fuegos' de emergencia.;Dejo que los expedientes se acumulen en la mesa hasta que alguien se queje oficialmente.;;Me llevo expedientes a casa y trabajo los fines de semana gratis para intentar 'salvar' a todo el mundo (Complejo de Salvador).;resilience_selfcare -1;Realizo un triaje técnico, priorizo los casos críticos y establezco límites estrictos de agenda para mantener la calidad y mi salud mental.;resilience_selfcare 1;Mando correos pasivo-agresivos a la directiva quejándome del volumen de trabajo.;
Psicología social;Competencias personales;13;Límites en el Contacto;Un usuario en situación de crisis emocional (no emergencia vital/suicidio) consigue tu móvil personal y te llama llorando un sábado a las 22:00h.;Apago el teléfono todo el fin de semana.;;No contesto. Derivo implícitamente a los servicios de emergencia (112) si es vital, protegiendo mi encuadre profesional y mis límites.;resilience_selfcare 1;Contesto y me quedo dos horas al teléfono porque me necesita y creo que soy su único apoyo real en el mundo.;resilience_selfcare -1;Le contesto solo para decirle que me llame el lunes y le cuelgo rápido.;
Psicología social;Competencias personales;14;Agresión Verbal y Descompresión;Un usuario al que le has denegado una ayuda de vivienda te insulta a gritos en tu despacho, golpea la puerta y se marcha furioso.;Le grito yo también para demostrarle autoridad, marcar territorio y que vea que 'conmigo no se juega'.;resilience_selfcare -1;Sigo trabajando inmediatamente con la siguiente cita fingiendo que no me ha afectado.;;Mantengo la calma para desescalar, aplico medidas de seguridad y me tomo un 'time-out' (pausa estructurada) para regularme antes de atender al siguiente caso.;resilience_selfcare 1;Llamo a la policía para ponerle una denuncia penal por injurias.;
Psicología social;Competencias personales;15;Cinismo del Equipo de Trabajo;Tus compañeros llevan 20 años en Servicios Sociales. En la sala de café se ríen de los usuarios, llamándoles 'parásitos' y quejándose continuamente de ellos.;Me aíslo del equipo y tomo el café solo en mi despacho siempre.;;Mantengo mi propio marco ético, evitando el contagio emocional del cinismo ambiental, y busco grupos de apoyo profesional externos.;resilience_selfcare 1;Me uno a las bromas despectivas para integrarme en el equipo de veteranos y no parecer el 'novato ingenuo'.;resilience_selfcare -1;Les echo una bronca moral en la sala de café afeándoles su falta de profesionalidad.;
Psicología social;Competencias personales;16;Sentimiento de Culpa (Recaída);Un adolescente tutelado con el que llevabas trabajando 2 años de forma excelente recae gravemente en las drogas. Te sientes personalmente responsable.;Doy el caso por perdido, me desvinculo del adolescente y lo derivo a otro compañero.;;Me culpabilizo obsesivamente pensando que si hubiera hecho una visita domiciliaria más ese fin de semana, él no habría recaído.;resilience_selfcare -1;Culpo al entorno del chico (familia y amigos) por arruinar mi trabajo profesional.;;Trabajo la aceptación (conciencia de límites): la recaída es parte habitual del proceso de adicción y el control de su vida no depende 100% de mi intervención.;resilience_selfcare 1
Psicología social;Competencias personales;17;Impotencia ante el Sistema;La Administración deniega la subvención que mantenía vivo el comedor social de tu ONG. Tienes que comunicar al barrio entero que cerráis el mes que viene.;Doy largas a las familias semana a semana, sin atreverme a dar la mala noticia por miedo a su reacción o a generar pánico.;resilience_selfcare -1;Mando una carta anónima a la prensa denunciando al Ayuntamiento.;;Transmito la noticia con transparencia, facilito el duelo comunitario de los usuarios y canalizo la frustración hacia una acción reivindicativa estructurada.;resilience_selfcare 1;Organizo una rifa para intentar conseguir dinero desesperadamente.;
Psicología social;Competencias personales;18;Rumiación Mental (Falta de Desconexión);Estás cenando el domingo con tu familia y no puedes parar de pensar angustiado en si una usuaria que huyó de su maltratador habrá conseguido cama en el albergue de urgencia.;Practico técnicas de anclaje (mindfulness) y separación cognitiva explícita entre mi rol profesional (que ya hizo su trabajo) y mi rol personal.;resilience_selfcare 1;Interrumpo la cena familiar para llamar a escondidas al albergue a ver si la usuaria entró, siendo incapaz de soltar el control del caso.;resilience_selfcare -1;Le cuento a mi familia los detalles escabrosos del caso para desahogarme con ellos.;;Me tomo una copa de vino extra para intentar relajarme y dejar de pensar en el trabajo.;
Psicología social;Competencias personales;19;El Cuidado del Cuidador;Notas que tu compañero de intervención callejera huele a alcohol frecuentemente, llega tarde, pierde la paciencia y trata bruscamente a las personas sin hogar.;Abordo el tema con él en privado desde el apoyo mutuo profesional (peer support), sugiriéndole con empatía que necesita parar y buscar ayuda.;resilience_selfcare 1;Le ignoro completamente. Cada profesional es adulto para gestionar sus problemas y yo no soy su jefe para meterte en su vida.;resilience_selfcare -1;Le intento cubrir haciéndole parte de su trabajo para que los usuarios no sufran.;;Aviso a mi jefe por email pidiendo que me cambien de compañero.;
Psicología social;Competencias personales;20;La Frustración de lo Macro;En la intervención social comunitaria, la pobreza estructural no cambia. Tras 5 años, sientes que tu trabajo no sirve de nada porque los cambios son invisibles.;Reencuadro mis expectativas de éxito: empiezo a medir y celebrar hitos 'micro' (ej. conseguir que confíen en el servicio) para nutrir mi motivación intrínseca diaria.;resilience_selfcare 1;Pido el traslado a un departamento de psicología de RRHH donde se vean más resultados económicos.;;Me afilio a un partido político radical creyendo que es la única vía para cambiar algo.;;Me rindo a la monotonía y empiezo a hacer el trabajo de forma puramente mecánica, burocrática y despersonalizada para no sufrir.;resilience_selfcare -1
Psicología social;Competencias personales;21;Paternalismo vs Empoderamiento;Una usuaria analfabeta funcional necesita renovar un subsidio por internet. Llora de angustia porque no entiende la pantalla del ordenador.;Le cojo el DNI, le hago yo el trámite entero en 2 minutos y le digo 'ya te lo he arreglado, vete tranquila'.;social_justice_ethics -1;Le doy las instrucciones por escrito para que busque ayuda en su entorno familiar.;;Le derivo a un locutorio o cibercafé de pago para que le ayuden allí.;;Me siento a su lado y le enseño a hacerlo paso a paso (capacitación), fomentando su autonomía tecnológica para la próxima vez.;social_justice_ethics 1
Psicología social;Competencias personales;22;Triaje Ético de Recursos;Noche de tormenta. Solo te queda una plaza en el albergue. Tienes a un usuario conocido y conflictivo de 60 años y a un joven de 18 recién llegado a la calle.;Se la doy al joven porque 'tiene más futuro y se puede salvar' frente al mayor que ya es un caso crónico perdido.;social_justice_ethics -1;Les digo que lo echen a suertes para no tener que decidir yo.;;Aplico los criterios de vulnerabilidad tÃ©cnica y objetiva (ej. la matriz del Ã ndice de Vulnerabilidad Residencial) para tomar la decisiÃ³n basada en justicia y riesgo vital.;social_justice_ethics 1;Doy la plaza al usuario de 60 años porque le tengo más cariño por los años que llevo conociéndole.;
Psicología social;Competencias personales;23;Fraude de Supervivencia;Descubres que una madre sola que cobra la Renta Mínima de Inserción está limpiando escaleras en 'negro' unas horas para poder pagar la luz y comer.;Trabajo intensamente su inserción laboral en el mercado formal sin denunciarla de oficio de forma inmediata, entendiendo que es economía de supervivencia.;social_justice_ethics 1;Ignoro el dato e intento no dejarlo escrito en ninguna parte.;;Le digo que yo también limpiaba escaleras de joven y le animo a que siga así.;;La denuncio y le suspendo la ayuda institucional fulminantemente por estar cometiendo fraude económico al Estado.;social_justice_ethics -1
Psicología social;Competencias personales;24;Lealtad Institucional vs Ética;El gerente de tu ONG te pide que des de alta 'por mejora' a 10 usuarios que siguen mal, solo para mejorar las estadísticas anuales de éxito y cobrar la subvención europea.;Me niego a falsear datos clínicos/sociales. Propongo elaborar un informe cualitativo que explique los obstáculos reales a los financiadores europeos.;social_justice_ethics 1;Falseo las altas en el sistema. El fin (que la ONG no quiebre y pueda seguir ayudando a otros) justifica los medios.;social_justice_ethics -1;Les doy de alta y al día siguiente les vuelvo a dar de baja (nuevo ingreso).;;Delego el cierre de expedientes a un becario para que no lleve mi firma.;
Psicología social;Competencias personales;25;Dilema de Ocupación (Vivienda);Una familia con tres niños ha dado una 'patada a la puerta' ocupando una casa vacía propiedad de un 'fondo buitre'. Vienen a pedirte empadronamiento social urgente.;Les asesoro sobre cómo pinchar la luz y el agua para que no pasen frío.;;Me niego a atenderles argumentando que los trabajadores sociales no son cómplices de personas que cometen delitos de usurpación a la propiedad privada.;social_justice_ethics -1;Les digo que busquen a asociaciones de activistas de vivienda porque desde los servicios sociales no tratamos ocupaciones.;;Priorizo los derechos superiores de los menores y su protección (acceso a salud/educación), tramitando el padrón social en infravivienda como permite la ley.;social_justice_ethics 1
Psicología social;Competencias personales;26;Condicionamiento de Ayudas;Un banco de alimentos gestionado por una entidad religiosa solo reparte lotes de comida si los usuarios asisten antes obligatoriamente a una misa y rezan.;Aconsejo a mis usuarios agnósticos/musulmanes que 'vayan a la misa y finjan rezar un rato, total, es una hora por comida gratis y no pasa nada'.;social_justice_ethics -1;Intento conseguir comida de otros lados pero no digo nada de esta entidad porque 'algo es algo'.;;Abro expediente de queja a las redes de coordinación social. La cobertura de necesidades básicas de supervivencia no puede condicionarse ideológica ni religiosamente.;social_justice_ethics 1;Voy yo personalmente a recoger los alimentos por ellos para que no tengan que ir a la misa.;
Psicología social;Competencias personales;27;Sesgo de 'Víctima Merecedora';En reunión, tu compañero rechaza dar una ayuda de transporte a un usuario toxicómano diciendo: 'Él se lo ha buscado gastándolo en droga, se lo doy a una madre trabajadora'.;Reparto la ayuda a medias entre los dos usuarios para que nadie se quede sin nada.;;Freno el sesgo estigmatizante en el equipo, recordando que el derecho universal a la asistencia no depende del juicio moral sobre los 'errores' de vida del usuario.;social_justice_ethics 1;Apoyo la decisión. Hay que gestionar la escasez priorizando a los ciudadanos de bien que se esfuerzan, frente a los que se boicotean a sí mismos.;social_justice_ethics -1;No discuto con el compañero y busco dinero en mi propia cartera para dárselo al toxicómano.;
Psicología social;Competencias personales;28;Regalos de Usuarios en Exclusión;Una familia de un asentamiento chabolista a la que conseguiste realojar aparece en tu despacho con un anillo de oro (que claramente les ha costado muchísimo dinero) como regalo.;Acepto el anillo pero luego lo dono anónimamente a la propia ONG.;;Agradezco el gesto profundamente pero rechazo el anillo con asertividad, explicando las normas éticas para no generar deudas simbólicas ni un descalabro en su economía.;social_justice_ethics 1;Rechazo el regalo secamente diciéndoles que a mí me pagan por mi trabajo y no necesito limosnas.;;Acepto y me guardo el anillo porque en algunas culturas 'es una falta de respeto grave y una ofensa rechazar un regalo'.;social_justice_ethics -1
Psicología social;Competencias personales;29;Libertad de Gasto vs Control Social;El martes apruebas una ayuda de emergencia de 300€ para un usuario y el jueves te lo encuentras comprando tabaco y un décimo de lotería en el estanco.;Respeto su autonomía personal y me reservo la información para trabajar la educación financiera en las sesiones a largo plazo, evitando juicios de clase inmediatos.;social_justice_ethics 1;Me acerco a echarle una bronca pública y le amenazo con suspenderle la ayuda de emergencia porque 'ese dinero de los contribuyentes era para comer'.;social_justice_ethics -1;Hago la vista gorda porque yo también juego a la lotería a veces.;;Mando un aviso a los servicios sociales para que a partir de ahora le den la ayuda en vales de comida y no en efectivo.;
Psicología social;Competencias personales;30;Confidencialidad Comunitaria;Haces trabajo de calle en un barrio pequeño. El carnicero local te dice: '¿A la vecina del cuarto le estáis pagando el comedor, verdad? Se la ve muy apurada, pobrecilla'.;Le respondo: 'Sí, estamos con su caso, pero por favor no se lo digas a nadie más para no avergonzarla'.;social_justice_ethics -1;Le digo al carnicero que si tanto le preocupa, que le regale él la carne.;;Protejo la intimidad con asertividad comunitaria: 'Agradezco la preocupación del barrio por los vecinos, pero nuestra intervención es estrictamente confidencial'.;social_justice_ethics 1;Cambio de tema drásticamente y le hablo del tiempo que hace.;
